scenario_id,time_s,src_uav,dst_uav,dist3d_m,dist2d_m,rssi_dbm_est,snr_db_est,plr_pct_est,throughput_mbps_est,link_state,link_state_int,hop_count,blocked_building_count,optimal_relay_uav
altitude_step,1.75,0,2,28.71,20.6,-82.63,22.37,0.0,5.24,degraded,1,1,0,4
altitude_step,1.75,0,3,58.31,42.43,-92.02,12.98,55.13,0.9,disconnected,2,2,0,2
altitude_step,1.75,0,4,30.05,30.05,-81.73,23.27,0.0,5.33,degraded,1,1,0,2
altitude_step,1.75,1,2,28.71,20.6,-76.44,28.56,16.91,20.16,degraded,1,1,0,3
altitude_step,1.75,1,3,30.05,30.05,-55.9,49.1,0.0,22.21,healthy,0,1,0,2
altitude_step,1.75,1,4,58.31,42.43,-91.07,13.93,57.32,0.95,disconnected,2,2,0,2
altitude_step,1.75,2,3,29.61,21.84,-63.5,41.5,0.0,21.45,healthy,0,1,0,1
altitude_step,1.75,2,4,29.61,21.84,-69.97,35.03,0.0,20.8,healthy,0,1,0,0
altitude_step,1.75,3,4,51.07,31.75,-82.01,22.99,0.0,5.3,degraded,1,1,0,2
altitude_step,2.0,0,1,48.83,28.0,-71.83,33.17,0.0,20.62,healthy,0,1,0,2
altitude_step,2.0,0,2,28.65,20.52,-85.83,19.17,13.78,1.21,disconnected,2,2,0,4
altitude_step,2.0,0,3,58.31,42.43,-88.82,16.18,39.57,1.06,disconnected,2,2,0,2
altitude_step,2.0,0,4,30.07,30.07,-77.84,27.16,0.0,20.02,healthy,0,1,0,2
altitude_step,2.0,1,2,28.65,20.52,-76.8,28.2,14.82,20.12,degraded,1,1,0,3
altitude_step,2.0,1,3,30.07,30.07,-61.68,43.32,0.95,21.63,healthy,0,1,0,2
altitude_step,2.0,1,4,58.31,42.43,-96.06,8.94,77.09,0.7,disconnected,2,2,0,2
altitude_step,2.0,2,3,29.68,21.93,-62.61,42.39,0.0,21.54,healthy,0,1,0,1
altitude_step,2.0,2,4,29.68,21.93,-63.44,41.56,0.0,21.46,healthy,0,1,0,0
altitude_step,2.0,3,4,51.22,32.0,-79.54,25.46,0.0,5.55,degraded,1,1,0,2
altitude_step,2.25,0,1,48.68,27.75,-68.16,36.84,2.6,20.98,healthy,0,1,0,2
altitude_step,2.25,0,2,28.59,20.43,-88.49,16.51,30.54,1.08,disconnected,2,2,0,4
altitude_step,2.25,0,3,58.31,42.43,-77.55,27.45,6.42,20.04,degraded,1,1,0,2
altitude_step,2.25,0,4,30.08,30.08,-85.95,19.05,6.5,1.2,disconnected,2,2,0,2
altitude_step,2.25,1,2,28.59,20.43,-74.49,30.51,16.5,20.35,degraded,1,1,0,3
altitude_step,2.25,1,3,30.08,30.08,-59.76,45.24,0.0,21.82,healthy,0,1,0,2
altitude_step,2.25,1,4,58.31,42.43,-94.11,10.89,64.73,0.79,disconnected,2,2,0,2
altitude_step,2.25,2,3,29.75,22.02,-66.85,38.15,0.0,21.12,healthy,0,1,0,1
altitude_step,2.25,2,4,29.75,22.02,-64.65,40.35,0.88,21.34,healthy,0,1,0,0
altitude_step,2.25,3,4,51.38,32.25,-80.63,24.37,0.16,5.44,degraded,1,1,0,2
altitude_step,2.5,0,1,48.54,27.5,-73.27,31.73,0.0,20.47,healthy,0,1,0,2
altitude_step,2.5,0,2,28.53,20.35,-85.22,19.78,8.1,1.24,disconnected,2,2,0,4
altitude_step,2.5,0,3,58.31,42.43,-78.6,26.4,7.51,5.64,degraded,1,1,0,2
altitude_step,2.5,0,4,30.1,30.1,-89.84,15.16,28.67,1.01,disconnected,2,2,0,2
altitude_step,2.5,1,2,28.53,20.35,-78.28,26.72,19.37,5.67,degraded,1,1,0,3
altitude_step,2.5,1,3,30.1,30.1,-60.48,44.52,0.0,21.75,healthy,0,1,0,2
altitude_step,2.5,1,4,58.31,42.43,-91.3,13.7,49.79,0.93,disconnected,2,2,0,2
altitude_step,2.5,2,3,29.82,22.11,-70.32,34.68,0.0,20.77,healthy,0,1,0,1
altitude_step,2.5,2,4,29.82,22.11,-60.62,44.38,2.25,21.74,healthy,0,1,0,0
altitude_step,2.5,3,4,51.54,32.5,-85.5,19.5,20.88,1.22,disconnected,2,2,0,2
altitude_step,2.75,0,1,48.4,27.25,-70.12,34.88,0.0,20.79,healthy,0,1,0,2
altitude_step,2.75,0,2,28.47,20.26,-74.54,30.46,0.0,20.35,healthy,0,1,0,4
altitude_step,2.75,0,3,58.31,42.43,-74.36,30.64,11.63,20.36,degraded,1,1,0,2
altitude_step,2.75,0,4,30.13,30.13,-90.02,14.98,29.76,1.0,disconnected,2,2,0,2
altitude_step,2.75,1,2,28.47,20.26,-77.09,27.91,19.95,20.09,degraded,1,1,0,3
altitude_step,2.75,1,3,30.13,30.13,-71.05,33.95,3.76,20.7,healthy,0,1,0,2
altitude_step,2.75,1,4,58.31,42.43,-88.3,16.7,34.75,1.09,disconnected,2,2,0,2
altitude_step,2.75,2,3,29.89,22.21,-66.52,38.48,0.0,21.15,healthy,0,1,0,1
altitude_step,2.75,2,4,29.89,22.21,-71.51,33.49,7.3,20.65,degraded,1,1,0,0
altitude_step,2.75,3,4,51.7,32.75,-90.74,14.26,47.96,0.96,disconnected,2,2,1,2
altitude_step,3.0,0,1,48.26,27.0,-71.67,33.33,1.92,20.63,healthy,0,1,0,2
altitude_step,3.0,0,2,28.41,20.18,-74.68,30.32,0.0,20.33,healthy,0,1,0,4
altitude_step,3.0,0,3,58.31,42.43,-74.0,31.0,11.34,20.4,degraded,1,1,0,2
altitude_step,3.0,0,4,30.15,30.15,-87.32,17.68,16.07,1.13,disconnected,2,2,0,2
altitude_step,3.0,1,2,28.41,20.18,-80.3,24.7,22.51,5.47,disconnected,2,2,0,3
altitude_step,3.0,1,3,30.15,30.15,-67.04,37.96,3.58,21.1,healthy,0,1,0,2
altitude_step,3.0,1,4,58.31,42.43,-88.54,16.46,38.06,1.07,disconnected,2,2,0,2
altitude_step,3.0,2,3,29.95,22.3,-66.67,38.33,0.0,21.13,healthy,0,1,0,1
altitude_step,3.0,2,4,29.95,22.3,-66.26,38.74,13.48,21.17,degraded,1,1,0,0
altitude_step,3.0,3,4,51.86,33.0,-87.59,17.41,27.06,1.12,disconnected,2,2,1,2
altitude_step,3.25,0,1,48.12,26.75,-71.11,33.89,0.0,20.69,healthy,0,1,0,2
altitude_step,3.25,0,2,28.35,20.1,-77.2,27.8,0.0,20.08,healthy,0,1,0,4
altitude_step,3.25,0,3,58.31,42.43,-75.11,29.89,9.19,20.29,degraded,1,1,0,2
altitude_step,3.25,0,4,30.18,30.18,-89.17,15.83,27.44,1.04,disconnected,2,2,0,2
altitude_step,3.25,1,2,28.35,20.1,-80.89,24.11,19.41,5.41,degraded,1,1,0,3
altitude_step,3.25,1,3,30.18,30.18,-65.79,39.21,0.61,21.22,healthy,0,1,0,2
altitude_step,3.25,1,4,58.31,42.43,-86.73,18.27,29.43,1.16,disconnected,2,2,0,2
altitude_step,3.25,2,3,30.02,22.39,-71.22,33.78,0.0,20.68,healthy,0,1,0,1
altitude_step,3.25,2,4,30.02,22.39,-68.0,37.0,14.79,21.0,degraded,1,1,0,0
altitude_step,3.25,3,4,52.02,33.25,-85.44,19.56,16.81,1.23,disconnected,2,2,1,2
altitude_step,3.5,0,1,47.98,26.5,-76.74,28.26,0.0,20.13,healthy,0,1,0,2
altitude_step,3.5,0,2,28.29,20.01,-67.99,37.01,2.85,21.0,healthy,0,1,0,4
altitude_step,3.5,0,3,58.31,42.43,-80.17,24.83,13.68,5.48,degraded,1,1,0,2
altitude_step,3.5,0,4,30.2,30.2,-93.6,11.4,47.09,0.82,disconnected,2,2,0,2
altitude_step,3.5,1,2,28.29,20.01,-79.29,25.71,15.89,5.57,degraded,1,1,0,3
altitude_step,3.5,1,3,30.2,30.2,-60.79,44.21,4.98,21.72,healthy,0,1,0,2
altitude_step,3.5,1,4,58.31,42.43,-83.46,21.54,14.57,5.15,degraded,1,1,0,2
altitude_step,3.5,2,3,30.09,22.48,-71.18,33.82,0.0,20.68,healthy,0,1,0,1
altitude_step,3.5,2,4,30.09,22.48,-71.48,33.52,15.0,20.65,degraded,1,1,0,0
altitude_step,3.5,3,4,52.18,33.5,-85.34,19.66,17.24,1.23,disconnected,2,2,1,2
altitude_step,3.75,0,1,47.84,26.25,-81.96,23.04,0.22,5.3,degraded,1,1,0,2
altitude_step,3.75,0,2,28.24,19.93,-67.92,37.08,4.0,21.01,healthy,0,1,0,4
altitude_step,3.75,0,3,58.31,42.43,-82.66,22.34,14.61,5.23,degraded,1,1,0,2
altitude_step,3.75,0,4,30.23,30.23,-89.96,15.04,30.55,1.0,disconnected,2,2,0,2
altitude_step,3.75,1,2,28.24,19.93,-74.52,30.48,12.82,20.35,degraded,1,1,0,3
altitude_step,3.75,1,3,30.23,30.23,-63.1,41.9,9.24,21.49,degraded,1,1,0,2
altitude_step,3.75,1,4,58.31,42.43,-88.29,16.71,41.16,1.09,disconnected,2,2,0,2
altitude_step,3.75,2,3,30.16,22.58,-64.75,40.25,0.0,21.33,healthy,0,1,0,1
altitude_step,3.75,2,4,30.16,22.58,-79.84,25.16,18.97,5.52,degraded,1,1,0,0
altitude_step,3.75,3,4,52.34,33.75,-84.61,20.39,10.97,5.04,degraded,1,1,1,2
altitude_step,4.0,0,1,47.71,26.0,-78.5,26.5,0.0,5.65,degraded,1,1,0,2
altitude_step,4.0,0,2,28.18,19.85,-69.97,35.03,0.0,20.8,healthy,0,1,0,4
altitude_step,4.0,0,3,58.31,42.43,-84.64,20.36,20.44,5.04,disconnected,2,2,0,2
altitude_step,4.0,0,4,30.27,30.27,-92.83,12.17,50.7,0.86,disconnected,2,2,0,2
altitude_step,4.0,1,2,28.18,19.85,-73.78,31.22,9.0,20.42,degraded,1,1,0,3
altitude_step,4.0,1,3,30.27,30.27,-66.62,38.38,7.28,21.14,degraded,1,1,0,2
altitude_step,4.0,1,4,58.31,42.43,-91.8,13.2,52.69,0.91,disconnected,2,2,0,2
altitude_step,4.0,2,3,30.23,22.67,-63.46,41.54,0.0,21.45,healthy,0,1,0,1
altitude_step,4.0,2,4,30.23,22.67,-77.23,27.77,11.05,20.08,degraded,1,1,0,0
altitude_step,4.0,3,4,52.5,34.0,-77.36,27.64,0.0,20.06,healthy,0,1,1,2
altitude_step,4.25,0,1,47.57,25.75,-84.88,20.12,9.71,5.01,degraded,1,1,0,2
altitude_step,4.25,0,2,28.12,19.77,-68.95,36.05,5.71,20.9,degraded,1,1,0,4
altitude_step,4.25,0,3,58.31,42.43,-82.67,22.33,16.63,5.23,degraded,1,1,0,1
altitude_step,4.25,0,4,30.3,30.3,-87.81,17.19,24.48,1.11,disconnected,2,2,0,2
altitude_step,4.25,1,2,28.12,19.77,-76.6,28.4,5.59,20.14,degraded,1,1,0,0
altitude_step,4.25,1,3,30.3,30.3,-69.66,35.34,9.73,20.83,degraded,1,1,0,0
altitude_step,4.25,1,4,58.31,42.43,-96.18,8.82,70.17,0.69,disconnected,2,2,0,2
altitude_step,4.25,2,3,30.3,22.77,-67.96,37.04,0.04,21.0,healthy,0,1,1,1
altitude_step,4.25,2,4,30.3,22.77,-81.59,23.41,15.42,5.34,degraded,1,1,0,0
altitude_step,4.25,3,4,52.66,34.25,-75.55,29.45,0.0,20.24,healthy,0,1,1,0
altitude_step,4.5,0,1,47.44,25.5,-83.65,21.35,7.67,5.13,degraded,1,1,0,2
altitude_step,4.5,0,2,28.06,19.69,-64.02,40.98,2.64,21.4,healthy,0,1,0,4
altitude_step,4.5,0,3,58.31,42.43,-90.37,14.63,57.07,0.98,disconnected,2,2,1,1
altitude_step,4.5,0,4,30.34,30.34,-89.09,15.91,33.61,1.05,disconnected,2,2,0,2
altitude_step,4.5,1,2,28.06,19.69,-73.26,31.74,0.0,20.47,healthy,0,1,0,0
altitude_step,4.5,1,3,30.34,30.34,-82.2,22.8,14.73,5.28,degraded,1,1,0,2
altitude_step,4.5,1,4,58.31,42.43,-94.94,10.06,63.49,0.75,disconnected,2,2,0,2
altitude_step,4.5,2,3,30.37,22.86,-71.29,33.71,0.0,20.67,healthy,0,1,1,1
altitude_step,4.5,2,4,30.37,22.86,-82.58,22.42,22.61,5.24,disconnected,2,2,0,0
altitude_step,4.5,3,4,52.82,34.5,-72.1,32.9,0.0,20.59,healthy,0,1,1,1
altitude_step,4.75,0,1,47.3,25.25,-76.88,28.12,0.0,20.11,healthy,0,1,0,2
altitude_step,4.75,0,2,28.01,19.61,-65.44,39.56,6.14,21.26,degraded,1,1,0,4
altitude_step,4.75,0,3,58.31,42.43,-96.77,8.23,88.16,0.66,disconnected,2,2,1,1
altitude_step,4.75,0,4,30.37,30.37,-86.57,18.43,24.47,1.17,disconnected,2,2,0,2
altitude_step,4.75,1,2,28.01,19.61,-71.29,33.71,0.0,20.67,healthy,0,1,0,0
altitude_step,4.75,1,3,30.37,30.37,-77.16,27.84,3.16,20.08,healthy,0,1,0,2
altitude_step,4.75,1,4,58.31,42.43,-102.32,2.68,100.0,0.38,disconnected,2,2,0,2
altitude_step,4.75,2,3,30.44,22.95,-80.62,24.38,6.22,5.44,degraded,1,1,1,1
altitude_step,4.75,2,4,30.44,22.95,-81.81,23.19,23.56,5.32,disconnected,2,2,0,0
altitude_step,4.75,3,4,52.99,34.75,-80.75,24.25,0.0,5.42,degraded,1,1,1,1
altitude_step,5.0,0,1,47.17,25.0,-77.22,27.78,0.0,20.08,healthy,0,1,0,2
altitude_step,5.0,0,2,27.95,19.53,-72.57,32.43,5.83,20.54,degraded,1,1,0,4
altitude_step,5.0,0,3,58.31,42.43,-92.9,12.1,67.2,0.86,disconnected,2,2,1,1
altitude_step,5.0,0,4,30.41,30.41,-83.88,21.12,9.29,5.11,degraded,1,1,0,2
altitude_step,5.0,1,2,27.95,19.53,-67.24,37.76,0.0,21.08,healthy,0,1,0,0
altitude_step,5.0,1,3,30.41,30.41,-71.42,33.58,0.0,20.66,healthy,0,1,0,2
altitude_step,5.0,1,4,58.31,42.43,-106.64,-1.64,100.0,0.17,disconnected,2,2,0,2
altitude_step,5.0,2,3,30.52,23.05,-84.9,20.1,17.07,5.01,degraded,1,1,1,1
altitude_step,5.0,2,4,30.52,23.05,-84.48,20.52,31.3,5.05,disconnected,2,2,0,0
altitude_step,5.0,3,4,53.15,35.0,-88.01,16.99,26.48,1.1,disconnected,2,2,1,1
altitude_step,5.25,0,1,47.04,24.75,-70.02,34.98,0.0,20.8,healthy,0,1,0,2
altitude_step,5.25,0,2,27.9,19.45,-73.63,31.37,0.0,20.44,healthy,0,1,0,4
altitude_step,5.25,0,3,58.31,42.43,-91.42,13.58,63.98,0.93,disconnected,2,2,1,1
altitude_step,5.25,0,4,30.46,30.46,-86.07,18.93,17.14,1.2,disconnected,2,2,0,2
altitude_step,5.25,1,2,27.9,19.45,-64.16,40.84,0.0,21.38,healthy,0,1,0,0
altitude_step,5.25,1,3,30.46,30.46,-73.42,31.58,7.09,20.46,degraded,1,1,0,4
altitude_step,5.25,1,4,58.31,42.43,-107.7,-2.7,100.0,0.11,disconnected,2,2,0,2
altitude_step,5.25,2,3,30.59,23.14,-78.7,26.3,6.35,5.63,degraded,1,1,1,1
altitude_step,5.25,2,4,30.59,23.14,-77.95,27.05,19.31,20.01,degraded,1,1,0,0
altitude_step,5.25,3,4,53.32,35.25,-85.77,19.23,14.35,1.21,disconnected,2,2,0,1
altitude_step,5.5,0,1,46.91,24.5,-75.21,29.79,0.36,20.28,healthy,0,1,0,2
altitude_step,5.5,0,2,27.84,19.37,-75.52,29.48,0.0,20.25,healthy,0,1,0,4
altitude_step,5.5,0,3,58.31,42.43,-85.98,19.02,35.56,1.2,disconnected,2,2,1,1
altitude_step,5.5,0,4,30.5,30.5,-88.95,16.05,30.94,1.05,disconnected,2,2,0,2
altitude_step,5.5,1,2,27.84,19.37,-62.42,42.58,0.0,21.56,healthy,0,1,0,0
altitude_step,5.5,1,3,30.5,30.5,-79.31,25.69,12.01,5.57,degraded,1,1,0,4
altitude_step,5.5,1,4,58.31,42.43,-105.34,-0.34,100.0,0.23,disconnected,2,2,0,2
altitude_step,5.5,2,3,30.66,23.24,-83.34,21.66,10.62,5.17,degraded,1,1,1,1
altitude_step,5.5,2,4,30.66,23.24,-84.68,20.32,32.95,5.03,disconnected,2,2,0,0
altitude_step,5.5,3,4,53.48,35.5,-83.34,21.66,0.78,5.17,degraded,1,1,0,1
altitude_step,5.75,0,1,46.78,24.25,-73.66,31.34,2.02,20.43,healthy,0,1,0,2
altitude_step,5.75,0,2,27.79,19.29,-72.09,32.91,0.0,20.59,healthy,0,1,0,4
altitude_step,5.75,0,3,58.31,42.43,-88.7,16.3,45.0,1.07,disconnected,2,2,1,1
altitude_step,5.75,0,4,30.55,30.55,-86.98,18.02,18.36,1.15,disconnected,2,2,0,2
altitude_step,5.75,1,2,27.79,19.29,-63.72,41.28,0.0,21.43,healthy,0,1,0,0
altitude_step,5.75,1,3,30.55,30.55,-80.4,24.6,4.18,5.46,degraded,1,1,0,4
altitude_step,5.75,1,4,58.31,42.43,-105.38,-0.38,100.0,0.23,disconnected,2,2,0,2
altitude_step,5.75,2,3,30.73,23.33,-82.34,22.66,7.85,5.27,degraded,1,1,1,1
altitude_step,5.75,2,4,30.73,23.33,-85.82,19.18,36.87,1.21,disconnected,2,2,0,0
altitude_step,5.75,3,4,53.65,35.75,-85.66,19.34,12.09,1.22,disconnected,2,2,0,1
altitude_step,6.0,0,1,46.65,24.0,-73.68,31.32,5.5,20.43,degraded,1,1,0,2
altitude_step,6.0,0,2,27.73,19.21,-70.13,34.87,0.0,20.79,healthy,0,1,0,4
altitude_step,6.0,0,3,58.31,42.43,-83.28,21.72,17.56,5.17,degraded,1,1,1,1
altitude_step,6.0,0,4,30.59,30.59,-84.3,20.7,0.88,5.07,degraded,1,1,0,2
altitude_step,6.0,1,2,27.73,19.21,-71.09,33.91,0.0,20.69,healthy,0,1,0,0
altitude_step,6.0,1,3,30.59,30.59,-76.25,28.75,0.0,20.18,healthy,0,1,0,4
altitude_step,6.0,1,4,58.31,42.43,-105.63,-0.63,100.0,0.22,disconnected,2,2,0,2
altitude_step,6.0,2,3,30.81,23.43,-80.92,24.08,5.42,5.41,degraded,1,1,1,1
altitude_step,6.0,2,4,30.81,23.43,-83.74,21.26,16.84,5.13,degraded,1,1,0,0
altitude_step,6.0,3,4,53.81,36.0,-84.62,20.38,3.56,5.04,degraded,1,1,0,1
altitude_step,6.25,0,1,46.52,23.75,-64.64,40.36,0.35,21.34,healthy,0,1,0,2
altitude_step,6.25,0,2,27.68,19.13,-65.67,39.33,0.0,21.23,healthy,0,1,0,4
altitude_step,6.25,0,3,58.31,42.43,-82.42,22.58,16.49,5.26,degraded,1,1,1,1
altitude_step,6.25,0,4,30.64,30.64,-85.91,19.09,21.63,1.2,disconnected,2,2,0,2
altitude_step,6.25,1,2,27.68,19.13,-75.56,29.44,0.0,20.24,healthy,0,1,1,0
altitude_step,6.25,1,3,30.64,30.64,-71.56,33.44,3.12,20.64,healthy,0,1,0,4
altitude_step,6.25,1,4,58.31,42.43,-101.74,3.26,91.06,0.41,disconnected,2,2,0,0
altitude_step,6.25,2,3,30.88,23.53,-78.41,26.59,2.4,5.66,degraded,1,1,1,4
altitude_step,6.25,2,4,30.88,23.53,-81.5,23.5,12.03,5.35,degraded,1,1,0,0
altitude_step,6.25,3,4,53.98,36.25,-87.29,17.71,22.06,1.14,disconnected,2,2,0,1
altitude_step,6.5,0,1,46.39,23.5,-66.64,38.36,0.83,21.14,healthy,0,1,0,2
altitude_step,6.5,0,2,27.62,19.05,-65.23,39.77,0.0,21.28,healthy,0,1,0,4
altitude_step,6.5,0,3,58.31,42.43,-80.66,24.34,13.05,5.43,degraded,1,1,1,1
altitude_step,6.5,0,4,30.7,30.7,-82.47,22.53,4.98,5.25,degraded,1,1,0,2
altitude_step,6.5,1,2,27.62,19.05,-74.16,30.84,0.0,20.38,healthy,0,1,1,0
altitude_step,6.5,1,3,30.7,30.7,-67.64,37.36,5.98,21.04,degraded,1,1,0,4
altitude_step,6.5,1,4,58.31,42.43,-93.35,11.65,47.39,0.83,disconnected,2,2,0,0
altitude_step,6.5,2,3,30.95,23.62,-77.12,27.88,8.62,20.09,degraded,1,1,1,4
