scenario_id,time_s,src_uav,dst_uav,rssi_dbm_est,snr_db_est,plr_pct_est,throughput_mbps_est,distance_m,hop_count,blocked_building_count,link_state,optimal_relay_uav
asymmetric_scatter,2.0,0,2,-0.379554,-0.379554,-0.212997,1.515624,-1.069683,0.239099,-0.57066,0,4
asymmetric_scatter,2.0,0,3,1.182443,1.182443,-1.223583,1.068945,-0.838827,0.239099,-0.57066,0,4
asymmetric_scatter,2.0,0,4,0.561091,0.561091,-0.740421,1.187957,-0.90039,0.239099,-0.57066,0,4
asymmetric_scatter,2.0,1,2,2.891434,2.891434,-1.223583,2.238462,-1.44331,0.239099,-0.57066,0,4
asymmetric_scatter,2.0,1,3,2.261009,2.261009,-1.130544,2.134792,-1.389693,0.239099,-0.57066,0,4
asymmetric_scatter,2.0,1,4,-0.570662,-0.570662,-1.223583,1.605924,-1.11637,0.239099,-0.57066,0,4
asymmetric_scatter,2.0,2,3,1.039029,1.039029,-1.101816,1.978082,-1.308798,0.239099,-0.57066,0,4
asymmetric_scatter,2.0,2,4,2.431059,2.431059,-1.223583,2.238462,-1.44331,0.239099,-0.57066,0,4
asymmetric_scatter,2.0,3,4,1.334265,1.334265,-1.015286,2.110245,-1.377031,0.239099,-0.57066,0,4
asymmetric_scatter,2.25,0,1,0.618107,0.618107,-0.797009,1.341818,-0.979904,0.239099,-0.57066,0,4
asymmetric_scatter,2.25,0,2,-0.03346,-0.03346,-0.045491,1.084945,-0.84719,0.239099,-0.57066,0,4
asymmetric_scatter,2.25,0,3,0.637251,0.637251,-1.223583,1.054041,-0.831141,0.239099,-0.57066,0,4
asymmetric_scatter,2.25,0,4,0.513064,0.513064,-1.223583,0.864236,-0.733077,0.239099,-0.57066,0,4
asymmetric_scatter,2.25,1,2,1.999816,1.999816,-1.223583,2.167888,-1.406783,0.239099,-0.57066,0,4
asymmetric_scatter,2.25,1,3,1.737707,1.737707,-1.223583,2.045369,-1.343527,0.239099,-0.57066,0,4
asymmetric_scatter,2.25,1,4,-0.8217,-0.8217,-1.223583,1.570417,-1.098029,0.239099,-0.57066,0,4
asymmetric_scatter,2.25,2,3,1.014058,1.014058,-1.182184,1.817866,-1.225975,0.239099,-0.57066,0,4
asymmetric_scatter,2.25,2,4,2.814525,2.814525,-1.082375,2.238462,-1.44331,0.239099,-0.57066,0,4
asymmetric_scatter,2.25,3,4,2.179355,2.179355,-1.223583,2.238462,-1.44331,0.239099,-0.57066,0,4
asymmetric_scatter,2.5,0,1,-0.009988,-0.009988,-0.111018,0.634979,-0.897759,0.239099,1.495427,1,4
asymmetric_scatter,2.5,0,2,-0.24388,-0.24388,0.506148,0.976892,-0.79128,0.239099,-0.57066,0,4
asymmetric_scatter,2.5,0,3,0.098135,0.098135,-0.9127,0.831141,-0.715987,0.239099,-0.57066,0,4
asymmetric_scatter,2.5,0,4,0.462373,0.462373,-0.873645,0.811853,-0.705956,0.239099,-0.57066,0,4
asymmetric_scatter,2.5,1,2,1.776495,1.776495,-1.223583,1.883837,-1.260079,0.239099,-0.57066,0,4
asymmetric_scatter,2.5,1,3,1.046353,1.046353,-1.223583,1.826413,-1.230404,0.239099,-0.57066,0,4
asymmetric_scatter,2.5,1,4,-1.072739,-1.072739,-1.223583,1.302147,-0.959452,0.239099,-0.57066,0,4
asymmetric_scatter,2.5,2,3,0.912178,0.912178,-1.223583,1.858194,-1.246739,0.239099,-0.57066,0,4
asymmetric_scatter,2.5,2,4,2.712311,2.712311,-0.938651,2.238462,-1.44331,0.239099,-0.57066,0,4
asymmetric_scatter,2.5,3,4,2.380535,2.380535,-1.223583,2.238462,-1.44331,0.239099,-0.57066,0,4
asymmetric_scatter,2.75,0,1,-0.019227,-0.019227,-0.185311,0.475858,-0.815535,0.239099,1.495427,1,4
asymmetric_scatter,2.75,0,2,-0.424084,-0.424084,0.575407,0.969221,-0.787294,0.239099,-0.57066,0,4
asymmetric_scatter,2.75,0,3,0.106625,0.106625,-0.584893,0.757936,-0.678105,0.239099,-0.57066,0,4
asymmetric_scatter,2.75,0,4,0.168469,0.168469,-0.993762,0.579528,-0.585904,0.239099,-0.57066,1,4
asymmetric_scatter,2.75,1,2,2.064823,2.064823,-1.223583,1.945864,-1.292072,0.239099,-0.57066,0,4
asymmetric_scatter,2.75,1,3,1.047352,1.047352,-1.223583,1.774469,-1.203491,0.239099,-0.57066,0,4
asymmetric_scatter,2.75,1,4,-0.886707,-0.886707,-1.223583,1.437597,-1.029405,0.239099,-0.57066,0,4
asymmetric_scatter,2.75,2,3,0.599212,0.599212,-1.223583,1.733045,-1.182102,0.239099,-0.57066,0,4
asymmetric_scatter,2.75,2,4,2.235872,2.235872,-0.967812,2.238462,-1.44331,0.239099,-0.57066,0,4
asymmetric_scatter,2.75,3,4,1.812702,1.812702,-1.223583,2.238462,-1.44331,0.239099,-0.57066,0,4
asymmetric_scatter,3.0,0,1,-0.316045,-0.316045,-0.262294,0.411859,-0.782448,0.239099,1.495427,1,4
asymmetric_scatter,3.0,0,2,0.237887,0.237887,-0.025877,0.983029,-0.79451,0.239099,-0.57066,0,4
asymmetric_scatter,3.0,0,3,0.173962,0.173962,-0.302391,0.511584,-0.550836,0.239099,-0.57066,1,4
asymmetric_scatter,3.0,0,4,0.277674,0.277674,-1.223583,0.654924,-0.624905,0.239099,-0.57066,0,4
asymmetric_scatter,3.0,1,2,1.815949,1.815949,-1.223583,1.776003,-1.204299,0.239099,-0.57066,0,4
asymmetric_scatter,3.0,1,3,0.250622,0.250622,-1.223583,1.533596,-1.078984,0.239099,-0.57066,0,4
asymmetric_scatter,3.0,1,4,-0.527962,-0.527962,-1.223583,1.633759,-1.130725,0.239099,-0.57066,0,4
asymmetric_scatter,3.0,2,3,0.725148,0.725148,-1.218463,1.656115,-1.142345,0.239099,-0.57066,0,4
asymmetric_scatter,3.0,2,4,2.080804,2.080804,-0.653024,2.238462,-1.44331,0.239099,-0.57066,0,4
asymmetric_scatter,3.0,3,4,0.87314,0.87314,-1.223583,2.045807,-1.343761,0.239099,-0.57066,0,4
asymmetric_scatter,3.25,0,1,-0.307472,-0.307472,-0.14773,0.035317,-0.587884,0.239099,1.495427,1,4
asymmetric_scatter,3.25,0,2,0.234974,0.234974,-0.114403,1.162533,-0.887285,0.239099,-0.57066,0,4
asymmetric_scatter,3.25,0,3,-0.056517,-0.056517,0.168707,0.281012,-0.431617,0.239099,-0.57066,1,4
asymmetric_scatter,3.25,0,4,0.338769,0.338769,-0.7859,0.478708,-0.533771,0.239099,-0.57066,1,4
asymmetric_scatter,3.25,1,2,1.839671,1.839671,-1.223583,1.575677,-1.100764,0.239099,-0.57066,0,4
asymmetric_scatter,3.25,1,3,0.290492,0.290492,-1.223583,1.442638,-1.032036,0.239099,-0.57066,0,4
asymmetric_scatter,3.25,1,4,-0.857991,-0.857991,-1.223583,1.455351,-1.038575,0.239099,-0.57066,0,4
asymmetric_scatter,3.25,2,3,1.032287,1.032287,-0.929277,1.919344,-1.278394,0.239099,-0.57066,0,4
asymmetric_scatter,3.25,2,4,1.966105,1.966105,-0.773836,2.238462,-1.44331,0.239099,-0.57066,0,4
asymmetric_scatter,3.25,3,4,0.609284,0.609284,-0.849257,1.975452,-1.307313,0.239099,-0.57066,0,4
asymmetric_scatter,3.5,0,1,0.401445,0.401445,-0.50548,0.043207,-0.591896,0.239099,1.495427,1,4
asymmetric_scatter,3.5,0,2,0.405107,0.405107,-0.151983,0.972728,-0.78917,0.239099,-0.57066,0,4
asymmetric_scatter,3.5,0,3,0.466369,0.466369,-0.038288,0.373065,-0.479242,0.239099,-0.57066,1,4
asymmetric_scatter,3.5,0,4,0.424418,0.424418,-0.479183,0.448242,-0.518061,0.239099,-0.57066,1,4
asymmetric_scatter,3.5,1,2,1.628336,1.628336,-1.223583,1.426419,-1.023673,0.239099,-0.57066,0,4
asymmetric_scatter,3.5,1,3,0.199765,0.199765,-1.223583,1.507076,-1.065332,0.239099,-0.57066,0,4
asymmetric_scatter,3.5,1,4,-0.547689,-0.547689,-1.223583,1.359352,-0.988944,0.239099,-0.57066,0,4
asymmetric_scatter,3.5,2,3,0.889371,0.889371,-1.091662,1.817866,-1.225923,0.239099,-0.57066,0,4
asymmetric_scatter,3.5,2,4,1.438642,1.438642,-0.782081,2.176874,-1.411499,0.239099,-0.57066,0,4
asymmetric_scatter,3.5,3,4,1.381959,1.381959,-1.094266,2.140491,-1.392637,0.239099,-0.57066,0,4
asymmetric_scatter,3.75,0,1,1.098958,1.098958,-0.022665,-0.104298,-0.515743,0.239099,1.495427,1,4
asymmetric_scatter,3.75,0,2,0.062926,0.062926,0.114724,0.877606,-0.739981,0.239099,-0.57066,0,4
asymmetric_scatter,3.75,0,3,0.873806,0.873806,-0.156062,0.168575,-0.373545,0.239099,-0.57066,1,4
asymmetric_scatter,3.75,0,4,0.755112,0.755112,-0.384408,0.28671,-0.434561,0.239099,-0.57066,1,4
asymmetric_scatter,3.75,1,2,1.458785,1.458785,-1.223583,1.227409,-0.920738,0.239099,-0.57066,0,4
asymmetric_scatter,3.75,1,3,0.408603,0.408603,-1.223583,1.428173,-1.024559,0.239099,-0.57066,0,4
asymmetric_scatter,3.75,1,4,-0.452301,-0.452301,-1.223583,1.269709,-0.942622,0.239099,-0.57066,0,4
asymmetric_scatter,3.75,2,3,1.322612,1.322612,-1.223583,1.915398,-1.276336,0.239099,-0.57066,0,4
asymmetric_scatter,3.75,2,4,2.149556,2.149556,-1.215251,2.238462,-1.44331,0.239099,-0.57066,0,4
asymmetric_scatter,3.75,3,4,0.552268,0.552268,-0.749621,1.691402,-1.160582,0.239099,-0.57066,0,4
asymmetric_scatter,4.0,0,1,0.040619,0.040619,0.58964,0.449338,-0.290019,2.116182,-0.57066,2,4
asymmetric_scatter,4.0,0,2,0.165472,0.165472,0.58964,0.624678,-0.609325,0.239099,-0.57066,1,4
asymmetric_scatter,4.0,0,3,0.15615,0.15615,0.142323,0.101508,-0.338947,0.239099,-0.57066,1,4
asymmetric_scatter,4.0,0,4,0.585229,0.585229,-0.636533,0.109617,-0.343063,0.239099,-0.57066,1,4
asymmetric_scatter,4.0,1,2,1.419165,1.419165,-1.223583,1.156177,-0.883925,0.239099,-0.57066,0,4
asymmetric_scatter,4.0,1,3,0.71466,0.71466,-0.994717,1.204615,-0.908988,0.239099,-0.57066,0,4
asymmetric_scatter,4.0,1,4,-0.378055,-0.378055,-1.081421,1.254148,-0.93465,0.239099,-0.57066,0,4
asymmetric_scatter,4.0,2,3,1.036781,1.036781,-1.103552,1.852495,-1.243795,0.239099,-0.57066,0,4
asymmetric_scatter,4.0,2,4,2.749101,2.749101,-1.223583,2.238462,-1.44331,0.239099,-0.57066,0,4
asymmetric_scatter,4.0,3,4,0.656229,0.656229,-0.52874,1.77162,-1.202058,0.239099,-0.57066,0,4
asymmetric_scatter,4.25,0,1,0.207922,0.207922,0.382472,0.382051,-0.254014,2.116182,-0.57066,1,4
asymmetric_scatter,4.25,0,2,0.332776,0.332776,0.382472,0.557391,-0.57444,0.239099,-0.57066,1,4
asymmetric_scatter,4.25,0,3,0.279755,0.279755,-0.022839,-0.201173,-0.182472,0.239099,-0.57066,1,4
asymmetric_scatter,4.25,0,4,0.57291,0.57291,-0.06554,0.009016,-0.291061,0.239099,-0.57066,1,4
asymmetric_scatter,4.25,1,2,1.059421,1.059421,-1.223583,1.108835,-0.859513,0.239099,-0.57066,0,4
asymmetric_scatter,4.25,1,3,0.730475,0.730475,-1.155279,1.189491,-0.90112,0.239099,-0.57066,0,4
asymmetric_scatter,4.25,1,4,-0.236971,-0.236971,-1.223583,1.151355,-0.881528,0.239099,-0.57066,0,4
asymmetric_scatter,4.25,2,3,1.017221,1.017221,-1.075259,1.816112,-1.225011,0.239099,-0.57066,0,4
asymmetric_scatter,4.25,2,4,2.655295,2.655295,-1.143563,2.238462,-1.44331,0.239099,-0.57066,0,4
asymmetric_scatter,4.25,3,4,1.381543,1.381543,-0.377464,1.901152,-1.269015,0.239099,-0.57066,0,4
asymmetric_scatter,4.5,0,1,0.602042,0.602042,0.363465,0.350271,-0.103375,2.116182,-0.57066,1,4
asymmetric_scatter,4.5,0,2,0.726896,0.726896,0.350273,0.525611,-0.558079,0.239099,-0.57066,1,4
asymmetric_scatter,4.5,0,3,0.670379,0.670379,-0.038635,-0.425827,-0.066354,0.239099,-0.57066,1,4
asymmetric_scatter,4.5,0,4,0.466951,0.466951,-1.088885,0.121453,-0.349186,0.239099,-0.57066,1,4
asymmetric_scatter,4.5,1,2,0.969943,0.969943,-1.20744,0.890099,-0.746417,0.239099,-0.57066,0,4
asymmetric_scatter,4.5,1,3,0.430078,0.430078,-1.223583,1.211409,-0.912453,0.239099,-0.57066,0,4
asymmetric_scatter,4.5,1,4,-0.35425,-0.35425,-1.223583,1.036069,-0.82184,0.239099,-0.57066,0,4
asymmetric_scatter,4.5,2,3,0.909015,0.909015,-1.223583,1.663786,-1.146279,0.239099,-0.57066,0,4
asymmetric_scatter,4.5,2,4,2.156132,2.156132,-1.069096,2.238462,-1.44331,0.239099,-0.57066,0,4
asymmetric_scatter,4.5,3,4,1.05451,1.05451,-0.301089,1.764606,-1.198463,0.239099,-0.57066,0,4
asymmetric_scatter,4.75,0,1,0.642412,0.642412,0.338382,0.109617,-0.017348,2.116182,-0.57066,1,4
asymmetric_scatter,4.75,0,2,0.767265,0.767265,-0.009126,0.284957,-0.433728,0.239099,-0.57066,1,4
asymmetric_scatter,4.75,0,3,0.771926,0.771926,-0.083419,-0.523579,-0.015785,0.239099,-0.57066,1,4
asymmetric_scatter,4.75,0,4,0.282085,0.282085,-0.743286,-0.099695,-0.234865,0.239099,-0.57066,1,4
asymmetric_scatter,4.75,1,2,0.785327,0.785327,-0.819574,0.905222,-0.754285,0.239099,-0.57066,0,4
asymmetric_scatter,4.75,1,3,0.587892,0.587892,-1.029607,1.142369,-0.876786,0.239099,-0.57066,0,4
asymmetric_scatter,4.75,1,4,-0.074329,-0.074329,-1.223583,1.16867,-0.890438,0.239099,-0.57066,0,4
asymmetric_scatter,4.75,2,3,0.784162,0.784162,-1.223583,1.471789,-1.047121,0.239099,-0.57066,0,4
asymmetric_scatter,4.75,2,4,2.193088,2.193088,-0.740942,2.238462,-1.44331,0.239099,-0.57066,0,4
asymmetric_scatter,4.75,3,4,1.922989,1.922989,-0.283384,1.982904,-1.311221,0.239099,-0.57066,0,4
asymmetric_scatter,5.0,0,1,0.231228,0.231228,0.900003,0.030495,-0.023757,2.116182,-0.57066,2,4
asymmetric_scatter,5.0,0,2,0.356082,0.356082,0.56612,0.205835,-0.392824,0.239099,-0.57066,1,4
asymmetric_scatter,5.0,0,3,0.736135,0.736135,-0.22914,-0.492456,-0.031964,0.239099,-0.57066,1,4
asymmetric_scatter,5.0,0,4,0.562422,0.562422,-0.829034,-0.291473,-0.135837,0.239099,-0.57066,1,4
asymmetric_scatter,5.0,1,2,0.600211,0.600211,-0.802997,0.920564,-0.762153,0.239099,-0.57066,0,4
asymmetric_scatter,5.0,1,3,0.800226,0.800226,-1.223583,1.255244,-0.935145,0.239099,-0.57066,0,4
asymmetric_scatter,5.0,1,4,0.031963,0.031963,-1.223583,0.975796,-0.790707,0.239099,-0.57066,0,4
asymmetric_scatter,5.0,2,3,0.593469,0.593469,-0.669601,1.387187,-1.0033,0.239099,-0.57066,0,4
asymmetric_scatter,5.0,2,4,1.637408,1.637408,-0.534208,2.238462,-1.44331,0.239099,-0.57066,0,4
asymmetric_scatter,5.0,3,4,1.705079,1.705079,-0.263509,1.955946,-1.297334,0.239099,-0.57066,0,4
asymmetric_scatter,5.25,0,1,1.745032,1.745032,0.930032,-0.670207,0.059926,0.239099,-0.57066,1,4
asymmetric_scatter,5.25,0,2,1.054677,1.054677,0.623923,0.076522,-0.325946,0.239099,-0.57066,1,4
asymmetric_scatter,5.25,0,3,1.095046,1.095046,0.052061,-0.700234,0.075505,0.239099,-0.57066,1,4
asymmetric_scatter,5.25,0,4,0.37739,0.37739,-0.792322,-0.396677,-0.081438,0.239099,-0.57066,1,4
asymmetric_scatter,5.25,1,2,0.911429,0.911429,-1.019886,0.938975,-0.77174,0.239099,-0.57066,0,4
asymmetric_scatter,5.25,1,3,0.401861,0.401861,-1.223583,1.056891,-0.832704,0.239099,-0.57066,0,4
asymmetric_scatter,5.25,1,4,0.722318,0.722318,-1.223583,0.96681,-0.786147,0.239099,-0.57066,0,4
asymmetric_scatter,5.25,2,3,0.659392,0.659392,-1.223583,1.417433,-1.018931,0.239099,-0.57066,0,4
asymmetric_scatter,5.25,2,4,1.11136,1.11136,-0.278697,2.238462,-1.44331,0.239099,-0.57066,0,4
asymmetric_scatter,5.25,3,4,1.531533,1.531533,0.14753,1.912111,-1.274694,0.239099,-0.57066,0,4
asymmetric_scatter,5.5,0,1,1.630583,1.630583,0.766606,-0.925107,0.19165,0.239099,-0.57066,1,4
asymmetric_scatter,5.5,0,2,0.98401,0.98401,0.177126,-0.094215,-0.237731,0.239099,-0.57066,1,4
asymmetric_scatter,5.5,0,3,0.667049,0.667049,-0.040631,-0.762041,0.107368,0.239099,-0.57066,1,4
asymmetric_scatter,5.5,0,4,0.280837,0.280837,-0.142089,-0.321281,-0.120336,0.239099,-0.57066,1,4
asymmetric_scatter,5.5,1,2,0.765184,0.765184,-0.86783,0.908948,-0.75616,0.239099,-0.57066,0,4
asymmetric_scatter,5.5,1,3,-0.15282,-0.15282,-1.21664,0.930427,-0.767285,0.239099,-0.57066,0,4
asymmetric_scatter,5.5,1,4,0.768097,0.768097,-1.223583,1.169108,-0.890646,0.239099,-0.57066,0,4
asymmetric_scatter,5.5,2,3,1.009064,1.009064,-1.146253,1.701484,-1.165767,0.239099,-0.57066,0,4
asymmetric_scatter,5.5,2,4,1.449712,1.449712,-0.308726,2.238462,-1.44331,0.239099,-0.57066,0,4
