scenario_id,time_s,src_uav,dst_uav,distance_m,hop_count,route_type,blocked_building_count,blocked_building_ids,blocked_attenuation_db,rssi_dbm_est,snr_db_est,plr_pct_est,rtt_ms_est,throughput_mbps_est,link_state,reconfig_trigger,optimal_relay_uav
corridor_baseline,0.25,2,3,15.355,1,direct,0,none,0,-69.483,25.517,0.0,11.378,12.468,healthy,no,2
corridor_baseline,0.25,2,4,21.925,1,direct,0,none,0,-94.801,0.199,0.0,12.824,10.957,healthy,yes,2
corridor_baseline,0.25,3,4,28.165,1,direct,0,none,0,-83.697,11.303,3.989,14.196,9.522,healthy,yes,2
corridor_baseline,0.5,0,1,32.247,1,direct,0,none,0,-83.977,11.023,6.889,15.094,8.583,healthy,yes,2
corridor_baseline,0.5,0,2,22.126,1,direct,0,none,0,-75.027,19.973,0.0,12.868,10.911,healthy,no,2
corridor_baseline,0.5,0,3,40.112,1,direct,0,none,0,-83.351,11.649,12.218,16.825,6.774,degraded,yes,2
corridor_baseline,0.5,0,4,26.971,1,direct,0,none,0,-84.953,10.047,3.953,13.934,9.797,healthy,yes,2
corridor_baseline,0.5,1,2,16.966,1,direct,0,none,0,-62.334,32.666,5.221,11.732,12.098,healthy,no,2
corridor_baseline,0.5,1,3,26.411,1,direct,0,none,0,-73.941,21.059,9.76,13.81,9.925,healthy,no,2
corridor_baseline,0.5,1,4,44.313,1,direct,0,none,0,-87.585,7.415,4.434,17.749,5.808,degraded,yes,2
corridor_baseline,0.5,2,3,18.344,1,direct,0,none,0,-71.569,23.431,0.0,12.036,11.781,healthy,no,2
corridor_baseline,0.5,2,4,25.523,1,direct,0,none,0,-98.836,-3.836,0.0,13.615,10.13,healthy,yes,2
corridor_baseline,0.5,3,4,32.508,1,direct,0,none,0,-80.347,14.653,6.61,15.152,8.523,degraded,yes,2
corridor_baseline,0.75,0,1,32.875,1,direct,0,none,0,-78.913,16.087,9.207,15.232,8.439,degraded,no,2
corridor_baseline,0.75,0,2,23.487,1,direct,0,none,0,-74.586,20.414,0.0,13.167,10.598,healthy,no,2
corridor_baseline,0.75,0,3,43.248,1,direct,0,none,0,-85.66,9.34,3.779,17.515,6.053,degraded,yes,2
corridor_baseline,0.75,0,4,27.336,1,direct,0,none,0,-81.039,13.961,0.0,14.014,9.713,healthy,yes,2
corridor_baseline,0.75,1,2,14.225,1,direct,0,none,0,-65.352,29.648,3.575,11.129,12.728,healthy,no,2
corridor_baseline,0.75,1,3,29.828,1,direct,0,none,0,-71.751,23.249,9.12,14.562,9.14,healthy,no,2
corridor_baseline,0.75,1,4,45.858,1,direct,0,none,0,-86.3,8.7,0.0,18.089,5.453,degraded,yes,2
corridor_baseline,0.75,2,3,21.623,1,direct,0,none,0,-73.016,21.984,0.0,12.757,11.027,healthy,no,2
corridor_baseline,0.75,2,4,28.379,1,direct,0,none,0,-97.958,-2.958,0.0,14.243,9.473,healthy,yes,2
corridor_baseline,0.75,3,4,27.248,1,direct,0,none,0,-76.727,18.273,8.716,13.994,9.733,healthy,no,2
corridor_baseline,1.0,0,1,31.826,1,direct,0,none,0,-79.402,15.598,7.864,15.002,8.68,healthy,no,2
corridor_baseline,1.0,0,2,22.413,1,direct,0,none,0,-78.788,16.212,0.0,12.931,10.845,healthy,no,2
corridor_baseline,1.0,0,3,44.872,1,direct,0,none,0,-81.197,13.803,5.466,17.872,5.679,degraded,yes,2
corridor_baseline,1.0,0,4,32.135,1,direct,0,none,0,-83.605,11.395,3.363,15.07,8.609,healthy,yes,2
corridor_baseline,1.0,1,2,14.579,1,direct,0,none,0,-70.831,24.169,8.248,11.207,12.647,healthy,no,2
corridor_baseline,1.0,1,3,32.2,1,direct,0,none,0,-73.333,21.667,10.295,15.084,8.594,healthy,no,2
corridor_baseline,1.0,1,4,45.685,1,direct,0,none,0,-87.451,7.549,2.454,18.051,5.492,degraded,yes,2
corridor_baseline,1.0,2,3,25.62,1,direct,0,none,0,-76.345,18.655,2.688,13.636,10.108,healthy,no,2
corridor_baseline,1.0,2,4,25.656,1,direct,0,none,0,-91.673,3.327,0.0,13.644,10.099,healthy,yes,2
corridor_baseline,1.0,3,4,27.388,1,direct,0,none,0,-82.012,12.988,13.423,14.025,9.701,healthy,yes,2
corridor_baseline,1.25,0,1,29.172,1,direct,0,none,0,-82.651,12.349,9.787,14.418,9.29,healthy,yes,2
corridor_baseline,1.25,0,2,22.384,1,direct,0,none,0,-75.266,19.734,0.0,12.924,10.852,healthy,no,2
corridor_baseline,1.25,0,3,40.985,1,direct,0,none,0,-81.229,13.771,5.355,17.017,6.573,degraded,yes,2
corridor_baseline,1.25,0,4,30.266,1,direct,0,none,0,-78.867,16.133,0.275,14.659,9.039,healthy,no,2
corridor_baseline,1.25,1,2,16.108,1,direct,0,none,0,-69.866,25.134,0.694,11.544,12.295,healthy,no,2
corridor_baseline,1.25,1,3,27.642,1,direct,0,none,0,-71.414,23.586,13.06,14.081,9.642,healthy,no,2
corridor_baseline,1.25,1,4,43.419,1,direct,0,none,0,-85.501,9.499,0.0,17.552,6.014,degraded,yes,2
corridor_baseline,1.25,2,3,25.505,1,direct,0,none,0,-71.683,23.317,0.0,13.611,10.134,healthy,no,2
corridor_baseline,1.25,2,4,28.237,1,direct,0,none,0,-90.682,4.318,0.0,14.212,9.505,healthy,yes,2
corridor_baseline,1.25,3,4,25.797,1,direct,0,none,0,-81.662,13.338,5.873,13.675,10.067,healthy,yes,2
corridor_baseline,1.5,0,1,30.973,1,direct,0,none,0,-83.548,11.452,7.614,14.814,8.876,healthy,yes,2
corridor_baseline,1.5,0,2,24.06,1,direct,0,none,0,-72.348,22.652,0.0,13.293,10.466,healthy,no,2
corridor_baseline,1.5,0,3,39.534,1,direct,0,none,0,-81.049,13.951,9.311,16.698,6.907,degraded,yes,2
corridor_baseline,1.5,0,4,35.475,1,direct,0,none,0,-79.909,15.091,4.774,15.805,7.841,degraded,no,2
corridor_baseline,1.5,1,2,17.309,1,direct,0,none,0,-67.768,27.232,0.0,11.808,12.019,healthy,no,2
corridor_baseline,1.5,1,3,27.773,1,direct,0,none,0,-78.125,16.875,14.788,14.11,9.612,healthy,no,2
corridor_baseline,1.5,1,4,44.315,1,direct,0,none,0,-90.032,4.968,0.0,17.749,5.807,degraded,yes,2
corridor_baseline,1.5,2,3,23.82,1,direct,0,none,0,-65.22,29.78,0.549,13.24,10.521,healthy,no,2
corridor_baseline,1.5,2,4,25.647,1,direct,0,none,0,-84.368,10.632,0.0,13.642,10.101,healthy,yes,2
corridor_baseline,1.5,3,4,22.356,1,direct,0,none,0,-81.833,13.167,5.654,12.918,10.858,healthy,yes,2
corridor_baseline,1.75,0,1,32.277,1,direct,0,none,0,-85.994,9.006,0.445,15.101,8.576,healthy,yes,2
corridor_baseline,1.75,0,2,22.115,1,direct,0,none,0,-74.708,20.292,0.0,12.865,10.913,healthy,no,2
corridor_baseline,1.75,0,3,49.643,1,direct,0,none,0,-80.624,14.376,12.203,18.922,4.582,degraded,yes,2
corridor_baseline,1.75,0,4,34.751,1,direct,0,none,0,-78.504,16.496,5.186,15.645,8.007,degraded,no,2
corridor_baseline,1.75,1,2,20.783,1,direct,0,none,0,-71.757,23.243,0.0,12.572,11.22,healthy,no,2
corridor_baseline,1.75,1,3,28.578,1,direct,0,none,0,-73.198,21.802,11.34,14.287,9.427,healthy,no,2
corridor_baseline,1.75,1,4,45.581,1,direct,0,none,0,-88.302,6.698,0.0,18.028,5.516,degraded,yes,2
corridor_baseline,1.75,2,3,23.689,1,direct,0,none,0,-69.262,25.738,1.0,13.212,10.552,healthy,no,2
corridor_baseline,1.75,2,4,26.955,1,direct,0,none,0,-78.453,16.547,0.0,13.93,9.8,healthy,no,2
corridor_baseline,1.75,3,4,19.378,1,direct,0,none,0,-86.296,8.704,9.711,12.263,11.543,healthy,yes,2
corridor_baseline,2.0,0,1,30.3,1,direct,0,none,0,-82.133,12.867,0.0,14.666,9.031,healthy,yes,2
corridor_baseline,2.0,0,2,19.56,1,direct,0,none,0,-78.298,16.702,0.0,12.303,11.501,healthy,no,2
corridor_baseline,2.0,0,3,46.493,1,direct,0,none,0,-76.059,18.941,7.41,18.228,5.307,degraded,no,2
corridor_baseline,2.0,0,4,34.253,1,direct,0,none,0,-81.57,13.43,0.0,15.536,8.122,degraded,yes,2
corridor_baseline,2.0,1,2,24.779,1,direct,0,none,0,-67.899,27.101,0.0,13.451,10.301,healthy,no,2
corridor_baseline,2.0,1,3,28.582,1,direct,0,none,0,-78.498,16.502,7.191,14.288,9.426,healthy,no,2
corridor_baseline,2.0,1,4,46.731,1,direct,0,none,0,-83.998,11.002,0.0,18.281,5.252,degraded,yes,2
corridor_baseline,2.0,2,3,25.612,1,direct,0,none,0,-65.756,29.244,4.828,13.635,10.109,healthy,no,2
corridor_baseline,2.0,2,4,23.652,1,direct,0,none,0,-77.025,17.975,9.541,13.203,10.56,healthy,no,2
corridor_baseline,2.0,3,4,22.749,1,direct,0,none,0,-80.517,14.483,5.953,13.005,10.768,healthy,yes,2
corridor_baseline,2.25,0,1,34.163,1,direct,0,none,0,-74.687,20.313,2.948,15.516,8.143,degraded,no,2
corridor_baseline,2.25,0,2,20.166,1,direct,0,none,0,-75.835,19.165,0.0,12.437,11.362,healthy,no,2
corridor_baseline,2.25,0,3,45.58,1,direct,0,none,0,-72.512,22.488,14.645,18.028,5.517,degraded,no,2
corridor_baseline,2.25,0,4,33.325,1,direct,0,none,0,-84.264,10.736,0.0,15.332,8.335,degraded,yes,2
corridor_baseline,2.25,1,2,23.407,1,direct,0,none,0,-72.741,22.259,2.097,13.149,10.616,healthy,no,2
corridor_baseline,2.25,1,3,28.083,1,direct,0,none,0,-81.556,13.444,14.725,14.178,9.541,healthy,yes,2
corridor_baseline,2.25,1,4,46.936,1,direct,0,none,0,-85.489,9.511,0.0,18.326,5.205,degraded,yes,2
corridor_baseline,2.25,2,3,24.171,1,direct,0,none,0,-66.893,28.107,3.717,13.318,10.441,healthy,no,2
corridor_baseline,2.25,2,4,22.368,1,direct,0,none,0,-81.395,13.605,18.633,12.921,10.855,healthy,yes,2
corridor_baseline,2.25,3,4,20.959,1,direct,0,none,0,-80.091,14.909,3.301,12.611,11.179,healthy,yes,2
corridor_baseline,2.5,0,1,36.164,1,direct,0,none,0,-74.088,20.912,0.0,15.956,7.682,degraded,no,2
corridor_baseline,2.5,0,2,21.811,1,direct,0,none,0,-82.862,12.138,0.451,12.798,10.983,healthy,yes,2
corridor_baseline,2.5,0,3,44.369,1,direct,0,none,0,-71.324,23.676,11.424,17.761,5.795,degraded,no,2
corridor_baseline,2.5,0,4,37.04,1,direct,0,none,0,-82.082,12.918,0.0,16.149,7.481,degraded,yes,2
corridor_baseline,2.5,1,2,21.331,1,direct,0,none,0,-72.138,22.862,0.0,12.693,11.094,healthy,no,2
corridor_baseline,2.5,1,3,29.275,1,direct,0,none,0,-87.488,7.512,11.877,14.441,9.267,healthy,yes,2
corridor_baseline,2.5,1,4,45.561,1,direct,0,none,0,-83.307,11.693,0.0,18.023,5.521,degraded,yes,2
corridor_baseline,2.5,2,3,21.812,1,direct,0,none,0,-64.11,30.89,0.0,12.799,10.983,healthy,no,2
corridor_baseline,2.5,2,4,21.939,1,direct,0,none,0,-82.899,12.101,19.097,12.827,10.954,healthy,yes,2
corridor_baseline,2.5,3,4,21.991,1,direct,0,none,0,-73.606,21.394,7.897,12.838,10.942,healthy,no,2
corridor_baseline,2.75,0,1,33.898,1,direct,0,none,0,-69.909,25.091,0.0,15.458,8.203,degraded,no,2
corridor_baseline,2.75,0,2,18.584,1,direct,0,none,0,-74.902,20.098,0.0,12.088,11.726,healthy,no,2
corridor_baseline,2.75,0,3,48.397,1,direct,0,none,0,-73.215,21.785,13.582,18.647,4.869,degraded,no,2
corridor_baseline,2.75,0,4,35.473,1,direct,0,none,0,-83.774,11.226,0.0,15.804,7.841,degraded,yes,2
corridor_baseline,2.75,1,2,24.105,1,direct,0,none,0,-73.764,21.236,0.758,13.303,10.456,healthy,no,2
corridor_baseline,2.75,1,3,24.518,1,direct,0,none,0,-79.908,15.092,6.987,13.394,10.361,healthy,no,2
corridor_baseline,2.75,1,4,50.169,1,direct,0,none,0,-78.502,16.498,0.026,19.037,4.461,degraded,no,2
corridor_baseline,2.75,2,3,22.638,1,direct,0,none,0,-70.124,24.876,0.0,12.98,10.793,healthy,no,2
corridor_baseline,2.75,2,4,22.276,1,direct,0,none,0,-76.386,18.614,7.906,12.901,10.876,healthy,no,2
corridor_baseline,2.75,3,4,21.233,1,direct,1,B0,6.0,-76.345,18.655,15.413,24.671,8.616,degraded,yes,2
corridor_baseline,3.0,0,1,26.936,1,direct,0,none,0,-70.326,24.674,0.0,13.926,9.805,healthy,no,2
corridor_baseline,3.0,0,2,20.812,1,direct,0,none,0,-77.117,17.883,0.0,12.579,11.213,healthy,no,2
corridor_baseline,3.0,0,3,47.496,1,direct,0,none,0,-72.232,22.768,10.348,18.449,5.076,degraded,no,2
corridor_baseline,3.0,0,4,30.495,1,direct,0,none,0,-81.684,13.316,0.0,14.709,8.986,healthy,yes,2
corridor_baseline,3.0,1,2,23.075,1,direct,0,none,0,-67.526,27.474,0.0,13.076,10.693,healthy,no,2
corridor_baseline,3.0,1,3,25.233,1,direct,0,none,0,-78.681,16.319,2.249,13.551,10.196,healthy,no,2
corridor_baseline,3.0,1,4,49.258,1,direct,0,none,0,-83.201,11.799,0.0,18.837,4.671,degraded,yes,2
corridor_baseline,3.0,2,3,21.393,1,direct,0,none,0,-70.986,24.014,0.0,12.707,11.08,healthy,no,2
corridor_baseline,3.0,2,4,24.021,1,direct,0,none,0,-77.14,17.86,9.329,13.285,10.475,healthy,no,2
corridor_baseline,3.0,3,4,23.512,1,direct,1,B0,6.0,-79.75,15.25,14.875,25.173,8.092,degraded,no,2
corridor_baseline,3.25,0,1,24.928,1,direct,0,none,0,-75.202,19.798,0.0,13.484,10.267,healthy,no,2
corridor_baseline,3.25,0,2,25.604,1,direct,0,none,0,-69.599,25.401,0.0,13.633,10.111,healthy,no,2
corridor_baseline,3.25,0,3,51.386,1,direct,0,none,0,-70.701,24.299,10.586,19.305,4.181,degraded,no,2
corridor_baseline,3.25,0,4,26.995,1,direct,0,none,0,-74.016,20.984,0.151,13.939,9.791,healthy,no,2
corridor_baseline,3.25,1,2,21.891,1,direct,0,none,0,-64.277,30.723,0.0,12.816,10.965,healthy,no,2
corridor_baseline,3.25,1,3,23.204,1,direct,0,none,0,-75.824,19.176,1.385,13.105,10.663,healthy,no,2
corridor_baseline,3.25,1,4,45.673,1,direct,0,none,0,-77.229,17.771,0.0,18.048,5.495,degraded,no,2
corridor_baseline,3.25,2,3,17.574,1,direct,0,none,0,-68.14,26.86,0.0,11.866,11.958,healthy,no,2
corridor_baseline,3.25,2,4,18.674,1,direct,0,none,0,-67.271,27.729,3.627,12.108,11.705,healthy,no,2
corridor_baseline,3.25,3,4,24.176,1,direct,1,B0,6.0,-71.456,23.544,10.082,25.319,7.939,degraded,no,2
corridor_baseline,3.5,0,1,25.901,1,direct,0,none,0,-75.437,19.563,0.0,13.698,10.043,healthy,no,2
corridor_baseline,3.5,0,2,28.973,1,direct,0,none,0,-72.415,22.585,0.0,14.374,9.336,healthy,no,2
corridor_baseline,3.5,0,3,52.106,1,direct,0,none,0,-70.824,24.176,10.386,19.463,4.016,degraded,no,2
corridor_baseline,3.5,0,4,30.069,1,direct,0,none,0,-67.823,27.177,0.0,14.615,9.084,healthy,no,2
corridor_baseline,3.5,1,2,20.009,1,direct,0,none,0,-61.189,33.811,0.0,12.402,11.398,healthy,no,2
corridor_baseline,3.5,1,3,24.325,1,direct,0,none,0,-80.426,14.574,0.0,13.352,10.405,healthy,yes,2
corridor_baseline,3.5,1,4,45.748,1,direct,0,none,0,-80.878,14.122,0.0,18.065,5.478,degraded,yes,2
corridor_baseline,3.5,2,3,21.163,1,direct,0,none,0,-67.689,27.311,2.521,12.656,11.133,healthy,no,2
corridor_baseline,3.5,2,4,15.995,1,direct,0,none,0,-62.702,32.298,0.0,11.519,12.321,healthy,no,2
corridor_baseline,3.5,3,4,29.092,1,direct,1,B0,6.0,-67.604,27.396,8.672,26.4,6.809,degraded,no,2
corridor_baseline,3.75,0,1,27.691,1,direct,0,none,0,-78.988,16.012,0.0,14.092,9.631,healthy,no,2
corridor_baseline,3.75,0,2,29.227,1,direct,0,none,0,-69.702,25.298,0.0,14.43,9.278,healthy,no,2
corridor_baseline,3.75,0,3,49.143,1,direct,0,none,0,-68.164,26.836,7.874,18.811,4.697,degraded,no,2
corridor_baseline,3.75,0,4,28.269,1,direct,0,none,0,-65.432,29.568,0.966,14.219,9.498,healthy,no,2
corridor_baseline,3.75,1,2,18.172,1,direct,0,none,0,-57.28,37.72,0.0,11.998,11.82,healthy,no,2
corridor_baseline,3.75,1,3,25.773,1,direct,0,none,0,-77.519,17.481,0.0,13.67,10.072,healthy,no,2
corridor_baseline,3.75,1,4,45.702,1,direct,0,none,0,-80.984,14.016,0.0,18.055,5.488,degraded,yes,2
corridor_baseline,3.75,2,3,18.986,1,direct,0,none,0,-65.568,29.432,7.321,12.177,11.633,healthy,no,2
corridor_baseline,3.75,2,4,16.86,1,direct,0,none,0,-69.076,25.924,0.0,11.709,12.122,healthy,no,2
corridor_baseline,3.75,3,4,25.489,1,direct,1,B0,6.0,-69.844,25.156,8.797,25.607,7.638,degraded,no,2
corridor_baseline,4.0,0,1,28.729,1,direct,0,none,0,-88.105,6.895,0.0,14.32,9.392,healthy,yes,2
corridor_baseline,4.0,0,2,26.38,1,direct,0,none,0,-67.291,27.709,0.0,13.804,9.933,healthy,no,2
corridor_baseline,4.0,0,3,44.21,1,direct,0,none,0,-67.866,27.134,5.747,17.726,5.832,degraded,no,2
corridor_baseline,4.0,0,4,28.254,1,direct,0,none,0,-71.132,23.868,0.0,14.216,9.502,healthy,no,2
corridor_baseline,4.0,1,2,23.161,1,direct,0,none,0,-58.01,36.99,0.0,13.095,10.673,healthy,no,2
corridor_baseline,4.0,1,3,26.136,1,direct,0,none,0,-73.06,21.94,0.0,13.75,9.989,healthy,no,2
corridor_baseline,4.0,1,4,48.149,1,direct,0,none,0,-76.583,18.417,0.0,18.593,4.926,degraded,no,2
corridor_baseline,4.0,2,3,17.5,1,direct,0,none,0,-73.143,21.857,6.192,11.85,11.975,healthy,no,2
corridor_baseline,4.0,2,4,28.074,1,direct,0,none,0,-77.617,17.383,0.413,14.176,9.543,healthy,no,2
corridor_baseline,4.0,3,4,28.108,1,direct,1,B0,6.0,-71.357,23.643,4.949,26.184,7.035,degraded,no,2
corridor_baseline,4.25,0,1,31.823,1,direct,0,none,0,-90.915,4.085,0.0,15.001,8.681,healthy,yes,2
corridor_baseline,4.25,0,2,24.604,1,direct,0,none,0,-66.397,28.603,0.0,13.413,10.341,healthy,no,2
corridor_baseline,4.25,0,3,50.005,1,direct,0,none,0,-71.86,23.14,7.955,19.001,4.499,degraded,no,2
corridor_baseline,4.25,0,4,29.542,1,direct,0,none,0,-68.558,26.442,0.0,14.499,9.205,healthy,no,2
corridor_baseline,4.25,1,2,18.003,1,direct,0,none,0,-56.917,38.083,0.0,11.961,11.859,healthy,no,2
corridor_baseline,4.25,1,3,23.922,1,direct,0,none,0,-65.458,29.542,0.43,13.263,10.498,healthy,no,2
corridor_baseline,4.25,1,4,45.468,1,direct,0,none,0,-71.757,23.243,0.0,18.003,5.542,degraded,no,2
corridor_baseline,4.25,2,3,16.793,1,direct,1,B0,6.0,-78.27,16.73,12.488,23.694,9.638,degraded,no,2
corridor_baseline,4.25,2,4,27.843,1,direct,0,none,0,-76.203,18.797,0.0,14.126,9.596,healthy,no,2
corridor_baseline,4.25,3,4,27.517,1,direct,1,B0,6.0,-68.215,26.785,1.863,26.054,7.171,degraded,no,2
corridor_baseline,4.5,0,1,27.609,1,direct,0,none,0,-88.559,6.441,0.0,14.074,9.65,healthy,yes,2
corridor_baseline,4.5,0,2,25.011,1,direct,0,none,0,-64.129,30.871,0.0,13.502,10.247,healthy,no,2
corridor_baseline,4.5,0,3,46.94,2,via_uav2,1,B0,6.0,-81.63,13.37,14.417,41.375,8.651,degraded,yes,2
corridor_baseline,4.5,0,4,29.95,1,direct,0,none,0,-76.3,18.7,0.0,14.589,9.112,healthy,no,2
corridor_baseline,4.5,1,2,24.274,1,direct,0,none,0,-66.132,28.868,0.0,13.34,10.417,healthy,no,2
corridor_baseline,4.5,1,3,25.129,1,direct,0,none,0,-69.224,25.776,0.0,13.528,10.22,healthy,no,2
corridor_baseline,4.5,1,4,45.031,1,direct,0,none,0,-74.366,20.634,4.857,17.907,5.643,degraded,no,2
corridor_baseline,4.5,2,3,17.606,1,direct,1,B0,6.0,-80.13,14.87,14.417,23.873,9.451,degraded,yes,2
corridor_baseline,4.5,2,4,28.163,1,direct,0,none,0,-85.13,9.87,0.0,14.196,9.523,healthy,yes,2
corridor_baseline,4.5,3,4,26.289,1,direct,1,B0,6.0,-66.163,28.837,8.474,25.783,7.454,degraded,no,2
corridor_baseline,4.75,0,1,29.931,1,direct,0,none,0,-91.894,3.106,0.0,14.585,9.116,healthy,yes,2
corridor_baseline,4.75,0,2,25.785,1,direct,0,none,0,-65.103,29.897,0.0,13.673,10.069,healthy,no,2
corridor_baseline,4.75,0,3,47.712,2,via_uav2,1,B0,6.0,-82.361,12.639,16.912,41.402,8.801,degraded,yes,2
corridor_baseline,4.75,0,4,35.496,1,direct,0,none,0,-76.564,18.436,3.557,15.809,7.836,degraded,no,2
corridor_baseline,4.75,1,2,28.407,1,direct,0,none,0,-71.78,23.22,0.0,14.249,9.466,healthy,no,2
corridor_baseline,4.75,1,3,30.318,1,direct,0,none,0,-82.003,12.997,3.013,14.67,9.027,healthy,yes,2
corridor_baseline,4.75,1,4,42.983,1,direct,0,none,0,-73.011,21.989,4.774,17.456,6.114,degraded,no,2
corridor_baseline,4.75,2,3,16.952,1,direct,1,B0,6.0,-80.861,14.139,16.912,23.729,9.601,degraded,yes,2
corridor_baseline,4.75,2,4,28.826,1,direct,0,none,0,-86.255,8.745,1.0,14.342,9.37,healthy,yes,2
corridor_baseline,4.75,3,4,26.678,1,direct,1,B0,6.0,-73.059,21.941,12.392,25.869,7.364,degraded,no,2
corridor_baseline,5.0,0,1,26.013,1,direct,0,none,0,-86.761,8.239,1.508,13.723,10.017,healthy,yes,2
corridor_baseline,5.0,0,2,20.457,1,direct,0,none,0,-58.932,36.068,0.0,12.501,11.295,healthy,no,2
corridor_baseline,5.0,0,3,46.646,2,via_uav2,1,B0,6.0,-79.391,15.609,14.009,39.948,9.096,degraded,no,2
corridor_baseline,5.0,0,4,36.068,1,direct,0,none,0,-69.584,25.416,6.777,15.935,7.704,degraded,no,2
corridor_baseline,5.0,1,2,25.034,1,direct,0,none,0,-69.141,25.859,0.0,13.508,10.242,healthy,no,2
corridor_baseline,5.0,1,3,28.068,1,direct,0,none,0,-76.721,18.279,6.972,14.175,9.544,healthy,no,2
corridor_baseline,5.0,1,4,44.219,1,direct,0,none,0,-67.924,27.076,6.021,17.728,5.83,degraded,no,2
corridor_baseline,5.0,2,3,15.669,1,direct,1,B0,6.0,-77.891,17.109,14.009,23.447,9.896,degraded,no,2
corridor_baseline,5.0,2,4,22.976,1,direct,0,none,0,-84.925,10.075,3.603,13.055,10.716,healthy,yes,2
corridor_baseline,5.0,3,4,26.082,1,direct,1,B0,6.0,-69.446,25.554,10.612,25.738,7.501,degraded,no,2
corridor_baseline,5.25,0,1,24.89,1,direct,0,none,0,-80.244,14.756,11.296,13.476,10.275,healthy,yes,2
corridor_baseline,5.25,0,2,23.096,1,direct,0,none,0,-65.479,29.521,0.0,13.081,10.688,healthy,no,2
corridor_baseline,5.25,0,3,48.421,2,via_uav2,1,B0,6.0,-86.752,8.248,8.867,42.691,6.835,disconnected,yes,2
corridor_baseline,5.25,0,4,42.927,1,direct,0,none,0,-76.616,18.384,5.14,17.444,6.127,degraded,no,2
corridor_baseline,5.25,1,2,25.498,1,direct,0,none,0,-66.996,28.004,0.0,13.61,10.135,healthy,no,2
corridor_baseline,5.25,1,3,29.867,1,direct,0,none,0,-77.773,17.227,5.853,14.571,9.13,healthy,no,2
corridor_baseline,5.25,1,4,42.123,1,direct,0,none,0,-70.225,24.775,0.0,17.267,6.312,degraded,no,2
corridor_baseline,5.25,2,3,25.5,1,direct,1,B0,6.0,-85.252,9.748,8.867,25.61,7.635,degraded,yes,2
corridor_baseline,5.25,2,4,19.796,1,direct,0,none,0,-84.088,10.912,4.754,12.355,11.447,healthy,yes,2
corridor_baseline,5.25,3,4,28.775,1,direct,0,none,0,-67.889,27.111,0.959,14.331,9.382,healthy,no,2
corridor_baseline,5.5,0,1,24.386,1,direct,0,none,0,-75.039,19.961,6.421,13.365,10.391,healthy,no,2
corridor_baseline,5.5,0,2,23.431,1,direct,0,none,0,-67.727,27.273,0.0,13.155,10.611,healthy,no,2
corridor_baseline,5.5,0,3,48.117,2,via_uav2,1,B0,6.0,-87.046,7.954,3.223,42.889,6.705,disconnected,yes,2
corridor_baseline,5.5,0,4,38.449,1,direct,0,none,0,-75.339,19.661,5.392,16.459,7.157,degraded,no,2
corridor_baseline,5.5,1,2,21.719,1,direct,0,none,0,-60.793,34.207,0.0,12.778,11.005,healthy,no,2
corridor_baseline,5.5,1,3,25.744,1,direct,0,none,0,-72.394,22.606,2.436,13.664,10.079,healthy,no,2
